Timestamp, Tweet-ID, Included(Y/N)
"Fri Apr 26 08:42:10 +0000 2013","327704142418165761",Y
"Fri Apr 26 08:44:35 +0000 2013","327704750621601792",Y
"Fri Apr 26 08:48:32 +0000 2013","327705744642306049",Y
"Fri Apr 26 08:51:14 +0000 2013","327706424127922176",Y
"Fri Apr 26 08:54:13 +0000 2013","327707174929305600",Y
"Fri Apr 26 08:55:27 +0000 2013","327707485282648065",Y
"Fri Apr 26 08:59:22 +0000 2013","327708470965071872",Y
"Fri Apr 26 08:59:45 +0000 2013","327708567438249984",Y
"Fri Apr 26 09:04:58 +0000 2013","327709880242806784",Y
"Fri Apr 26 09:05:20 +0000 2013","327709972513292288",Y
"Fri Apr 26 09:05:20 +0000 2013","327709972500729856",Y
"Fri Apr 26 09:06:39 +0000 2013","327710303867510784",Y
"Fri Apr 26 09:06:40 +0000 2013","327710308053417984",Y
"Fri Apr 26 09:07:55 +0000 2013","327710622622044160",Y
"Fri Apr 26 09:13:03 +0000 2013","327711914492829696",Y
"Fri Apr 26 09:14:55 +0000 2013","327712384233902080",Y
"Fri Apr 26 09:22:09 +0000 2013","327714204574441472",Y
"Fri Apr 26 09:24:08 +0000 2013","327714703675641856",Y
"Fri Apr 26 09:25:51 +0000 2013","327715135701516288",Y
"Fri Apr 26 09:39:28 +0000 2013","327718562464673792",Y
"Fri Apr 26 09:39:46 +0000 2013","327718637957955584",Y
"Fri Apr 26 09:42:54 +0000 2013","327719426487107584",Y
"Fri Apr 26 09:46:53 +0000 2013","327720428921561088",Y
"Fri Apr 26 09:47:27 +0000 2013","327720571540484097",Y
"Fri Apr 26 09:47:48 +0000 2013","327720659608272896",Y
"Fri Apr 26 09:48:29 +0000 2013","327720831583150080",Y
"Fri Apr 26 09:49:31 +0000 2013","327721091634176000",Y
"Fri Apr 26 09:53:55 +0000 2013","327722198901088256",Y
"Fri Apr 26 09:54:35 +0000 2013","327722366677417984",Y
"Fri Apr 26 09:55:07 +0000 2013","327722500916146176",Y
"Fri Apr 26 09:59:16 +0000 2013","327723545281040384",Y
"Fri Apr 26 10:00:46 +0000 2013","327723922755821568",Y
"Fri Apr 26 10:01:09 +0000 2013","327724019249995777",Y
"Fri Apr 26 10:01:18 +0000 2013","327724056998719488",Y
"Fri Apr 26 10:01:44 +0000 2013","327724166042251265",Y
"Fri Apr 26 10:03:07 +0000 2013","327724514173657088",Y
"Fri Apr 26 10:09:46 +0000 2013","327726187713531904",Y
"Fri Apr 26 10:09:52 +0000 2013","327726212845797376",Y
"Fri Apr 26 10:12:56 +0000 2013","327726984610340864",Y
"Fri Apr 26 10:13:01 +0000 2013","327727005590237186",Y
"Fri Apr 26 10:13:45 +0000 2013","327727190135414784",Y
"Fri Apr 26 10:14:16 +0000 2013","327727320171417600",Y
"Fri Apr 26 10:14:42 +0000 2013","327727429219139586",Y
"Fri Apr 26 10:14:48 +0000 2013","327727454359797761",Y
"Fri Apr 26 10:15:53 +0000 2013","327727727002136577",Y
"Fri Apr 26 10:16:08 +0000 2013","327727789937659905",Y
"Fri Apr 26 10:16:12 +0000 2013","327727806702305280",Y
"Fri Apr 26 10:18:04 +0000 2013","327728276476936192",Y
"Fri Apr 26 10:21:48 +0000 2013","327729216001044481",Y
"Fri Apr 26 10:21:57 +0000 2013","327729253732999168",Y
"Fri Apr 26 10:23:06 +0000 2013","327729543144144896",Y
"Fri Apr 26 10:23:12 +0000 2013","327729568309981184",Y
"Fri Apr 26 10:24:25 +0000 2013","327729874477383681",Y
"Fri Apr 26 10:24:26 +0000 2013","327729878675886082",Y
"Fri Apr 26 10:24:33 +0000 2013","327729908061200385",Y
"Fri Apr 26 10:24:46 +0000 2013","327729962587144192",Y
"Fri Apr 26 10:25:21 +0000 2013","327730109375193088",Y
"Fri Apr 26 10:25:46 +0000 2013","327730214237003776",Y
"Fri Apr 26 10:26:00 +0000 2013","327730272957247489",Y
"Fri Apr 26 10:26:39 +0000 2013","327730436535107585",Y
"Fri Apr 26 10:26:44 +0000 2013","327730457494040576",Y
"Fri Apr 26 10:27:54 +0000 2013","327730751116292096",Y
"Fri Apr 26 10:29:04 +0000 2013","327731044713390081",Y
"Fri Apr 26 10:30:34 +0000 2013","327731422188158976",Y
"Fri Apr 26 10:30:58 +0000 2013","327731522834681856",Y
"Fri Apr 26 10:31:27 +0000 2013","327731644477878272",Y
"Fri Apr 26 10:31:37 +0000 2013","327731686408327168",Y
"Fri Apr 26 10:32:40 +0000 2013","327731950687244289",Y
"Fri Apr 26 10:32:56 +0000 2013","327732017783521282",Y
"Fri Apr 26 10:36:00 +0000 2013","327732789548032000",Y
"Fri Apr 26 10:39:54 +0000 2013","327733770990006272",Y
"Fri Apr 26 10:42:15 +0000 2013","327734362399449088",Y
"Fri Apr 26 10:45:19 +0000 2013","327735134163976192",Y
"Fri Apr 26 10:46:08 +0000 2013","327735339647107073",Y
"Fri Apr 26 10:46:36 +0000 2013","327735457087643648",Y
"Fri Apr 26 10:46:58 +0000 2013","327735549370699776",Y
"Fri Apr 26 10:47:04 +0000 2013","327735574549106688",Y
"Fri Apr 26 10:48:37 +0000 2013","327735964606795776",Y
"Fri Apr 26 10:48:48 +0000 2013","327736010765111297",Y
"Fri Apr 26 10:49:56 +0000 2013","327736295952621569",Y
"Fri Apr 26 10:51:38 +0000 2013","327736723771629568",Y
"Fri Apr 26 10:54:21 +0000 2013","327737407459958785",Y
"Fri Apr 26 10:54:23 +0000 2013","327737415831789568",Y
"Fri Apr 26 10:55:22 +0000 2013","327737663320899584",Y
"Fri Apr 26 10:56:25 +0000 2013","327737927532683264",Y
"Fri Apr 26 10:56:36 +0000 2013","327737973686820864",Y
"Fri Apr 26 10:56:59 +0000 2013","327738070172569601",Y
"Fri Apr 26 10:57:29 +0000 2013","327738195968135170",Y
"Fri Apr 26 10:57:53 +0000 2013","327738296639827969",Y
"Fri Apr 26 10:58:58 +0000 2013","327738569282170881",Y
"Fri Apr 26 11:01:27 +0000 2013","327739194212511745",Y
"Fri Apr 26 11:02:14 +0000 2013","327739391365771264",Y
"Fri Apr 26 11:03:00 +0000 2013","327739584307933185",Y
"Fri Apr 26 11:03:38 +0000 2013","327739743695671297",Y
"Fri Apr 26 11:03:41 +0000 2013","327739756261814272",Y
"Fri Apr 26 11:03:41 +0000 2013","327739756286996480",Y
"Fri Apr 26 11:04:49 +0000 2013","327740041482878976",Y
"Fri Apr 26 11:05:40 +0000 2013","327740255388172288",Y
"Fri Apr 26 11:07:07 +0000 2013","327740620284243969",Y
"Fri Apr 26 11:07:47 +0000 2013","327740788068978689",Y
"Fri Apr 26 11:07:56 +0000 2013","327740825813544960",Y
"Fri Apr 26 11:08:23 +0000 2013","327740939068112896",Y
"Fri Apr 26 11:08:43 +0000 2013","327741022954196992",Y
"Fri Apr 26 11:11:32 +0000 2013","327741731766403074",Y
"Fri Apr 26 11:11:44 +0000 2013","327741782123237376",Y
"Fri Apr 26 11:11:45 +0000 2013","327741786317529089",Y
"Fri Apr 26 11:11:56 +0000 2013","327741832438099969",Y
"Fri Apr 26 11:12:34 +0000 2013","327741991846805504",Y
"Fri Apr 26 11:12:36 +0000 2013","327742000210272256",Y
"Fri Apr 26 11:12:57 +0000 2013","327742088290635777",Y
"Fri Apr 26 11:13:02 +0000 2013","327742109266358272",Y
"Fri Apr 26 11:13:26 +0000 2013","327742209954824192",Y
"Fri Apr 26 11:13:46 +0000 2013","327742293811548160",Y
"Fri Apr 26 11:15:11 +0000 2013","327742650356736001",Y
"Fri Apr 26 11:15:18 +0000 2013","327742679716884480",Y
"Fri Apr 26 11:16:14 +0000 2013","327742914572738561",Y
"Fri Apr 26 11:16:32 +0000 2013","327742990095351808",Y
"Fri Apr 26 11:17:20 +0000 2013","327743191405178880",Y
"Fri Apr 26 11:18:08 +0000 2013","327743392714993664",Y
"Fri Apr 26 11:20:05 +0000 2013","327743883482107904",Y
"Fri Apr 26 11:22:03 +0000 2013","327744378389032960",Y
"Fri Apr 26 11:27:24 +0000 2013","327745724768989184",Y
"Fri Apr 26 11:27:55 +0000 2013","327745854804992000",Y
"Fri Apr 26 11:28:32 +0000 2013","327746009964875776",Y
"Fri Apr 26 11:28:44 +0000 2013","327746060300742657",Y
"Fri Apr 26 11:28:53 +0000 2013","327746098049458177",Y
"Fri Apr 26 11:30:12 +0000 2013","327746429391085569",Y
"Fri Apr 26 11:30:32 +0000 2013","327746513306521600",Y
"Fri Apr 26 11:31:51 +0000 2013","327746844639756289",Y
"Fri Apr 26 11:31:58 +0000 2013","327746874016681985",Y
"Fri Apr 26 11:32:23 +0000 2013","327746978865872897",Y
"Fri Apr 26 11:32:53 +0000 2013","327747104695001088",Y
"Fri Apr 26 11:33:27 +0000 2013","327747247301328896",Y
"Fri Apr 26 11:33:43 +0000 2013","327747314422775808",Y
"Fri Apr 26 11:33:54 +0000 2013","327747360560144384",Y
"Fri Apr 26 11:34:48 +0000 2013","327747587014791168",Y
"Fri Apr 26 11:35:12 +0000 2013","327747687699054592",Y
"Fri Apr 26 11:36:44 +0000 2013","327748073587625984",Y
"Fri Apr 26 11:37:26 +0000 2013","327748249723211776",Y
"Fri Apr 26 11:39:57 +0000 2013","327748883075723264",Y
"Fri Apr 26 11:41:24 +0000 2013","327749247988535296",Y
"Fri Apr 26 11:42:07 +0000 2013","327749428343603202",Y
"Fri Apr 26 11:43:55 +0000 2013","327749881324269568",Y
"Fri Apr 26 11:44:36 +0000 2013","327750053303300096",Y
"Fri Apr 26 11:45:23 +0000 2013","327750250410418177",Y
"Fri Apr 26 11:45:26 +0000 2013","327750263010103297",Y
"Fri Apr 26 11:45:42 +0000 2013","327750330118971392",Y
"Fri Apr 26 11:45:58 +0000 2013","327750397236244480",Y
"Fri Apr 26 11:46:12 +0000 2013","327750455956488193",Y
"Fri Apr 26 11:46:40 +0000 2013","327750573359259649",Y
"Fri Apr 26 11:46:46 +0000 2013","327750598525067265",Y
"Fri Apr 26 11:46:52 +0000 2013","327750623707664386",Y
"Fri Apr 26 11:48:27 +0000 2013","327751022187532288",Y
"Fri Apr 26 11:51:24 +0000 2013","327751764570955777",Y
"Fri Apr 26 11:51:54 +0000 2013","327751890400059392",Y
"Fri Apr 26 11:51:58 +0000 2013","327751907181465601",Y
"Fri Apr 26 11:52:04 +0000 2013","327751932326318080",Y
"Fri Apr 26 11:52:57 +0000 2013","327752154632826881",Y
"Fri Apr 26 11:53:59 +0000 2013","327752414675480576",Y
"Fri Apr 26 11:56:20 +0000 2013","327753006072344576",Y
"Fri Apr 26 11:56:24 +0000 2013","327753022870519808",Y
"Fri Apr 26 11:56:58 +0000 2013","327753165476855810",Y
"Fri Apr 26 11:57:18 +0000 2013","327753249350352896",Y
"Fri Apr 26 11:57:19 +0000 2013","327753253523685376",Y
"Fri Apr 26 11:57:49 +0000 2013","327753379352821760",Y
"Fri Apr 26 11:58:29 +0000 2013","327753547145949185",Y
"Fri Apr 26 11:59:39 +0000 2013","327753840751427585",Y
"Fri Apr 26 12:00:21 +0000 2013","327754016903790593",Y
"Fri Apr 26 12:00:42 +0000 2013","327754104975810563",Y
"Fri Apr 26 12:01:26 +0000 2013","327754289546145792",Y
"Fri Apr 26 12:02:19 +0000 2013","327754511819091968",Y
"Fri Apr 26 12:04:02 +0000 2013","327754943840784387",Y
"Fri Apr 26 12:04:29 +0000 2013","327755057103781888",Y
"Fri Apr 26 12:06:26 +0000 2013","327755547803803648",Y
"Fri Apr 26 12:11:04 +0000 2013","327756713841270784",Y
"Fri Apr 26 12:13:02 +0000 2013","327757208781717505",Y
"Fri Apr 26 12:13:08 +0000 2013","327757233926578176",Y
"Fri Apr 26 12:14:20 +0000 2013","327757535908089856",Y
"Fri Apr 26 12:15:53 +0000 2013","327757925999316993",Y
"Fri Apr 26 12:15:54 +0000 2013","327757930202021888",Y
"Fri Apr 26 12:18:26 +0000 2013","327758567740407808",Y
"Fri Apr 26 12:19:32 +0000 2013","327758844530946048",Y
"Fri Apr 26 12:20:12 +0000 2013","327759012336631808",Y
"Fri Apr 26 12:21:00 +0000 2013","327759213646446593",Y
"Fri Apr 26 12:21:05 +0000 2013","327759234634747904",Y
"Fri Apr 26 12:22:10 +0000 2013","327759507256131584",Y
"Fri Apr 26 12:23:54 +0000 2013","327759943463747584",Y
"Fri Apr 26 12:24:11 +0000 2013","327760014762721280",Y
"Fri Apr 26 12:24:36 +0000 2013","327760119624519680",Y
"Fri Apr 26 12:24:54 +0000 2013","327760195109416960",Y
"Fri Apr 26 12:25:07 +0000 2013","327760249643753473",Y
"Fri Apr 26 12:25:27 +0000 2013","327760333504659456",Y
"Fri Apr 26 12:25:45 +0000 2013","327760409010520064",Y
"Fri Apr 26 12:25:56 +0000 2013","327760455156256768",Y
"Fri Apr 26 12:26:53 +0000 2013","327760694218989568",Y
"Fri Apr 26 12:27:26 +0000 2013","327760832664571905",Y
"Fri Apr 26 12:27:34 +0000 2013","327760866181251076",Y
"Fri Apr 26 12:28:19 +0000 2013","327761054937522177",Y
"Fri Apr 26 12:31:27 +0000 2013","327761843466665985",Y
"Fri Apr 26 12:31:55 +0000 2013","327761960894595074",Y
"Fri Apr 26 12:31:59 +0000 2013","327761977692782592",Y
"Fri Apr 26 12:32:29 +0000 2013","327762103517712384",Y
"Fri Apr 26 12:33:09 +0000 2013","327762271285690368",Y
"Fri Apr 26 12:34:14 +0000 2013","327762543919644672",Y
"Fri Apr 26 12:34:28 +0000 2013","327762602648281088",Y
"Fri Apr 26 12:34:55 +0000 2013","327762715873521665",Y
"Fri Apr 26 12:36:36 +0000 2013","327763139494023169",Y
"Fri Apr 26 12:36:57 +0000 2013","327763227578621953",Y
"Fri Apr 26 12:38:05 +0000 2013","327763512799662080",Y
"Fri Apr 26 12:42:11 +0000 2013","327764544598454272",Y
"Fri Apr 26 12:45:36 +0000 2013","327765404455931907",Y
"Fri Apr 26 12:47:07 +0000 2013","327765786129203201",Y
"Fri Apr 26 12:47:44 +0000 2013","327765941318459392",Y
"Fri Apr 26 12:47:59 +0000 2013","327766004241416192",Y
"Fri Apr 26 12:47:59 +0000 2013","327766004224630785",Y
"Fri Apr 26 12:48:25 +0000 2013","327766113293316097",Y
"Fri Apr 26 12:48:44 +0000 2013","327766192947343361",Y
"Fri Apr 26 12:49:24 +0000 2013","327766360723701760",Y
"Fri Apr 26 12:49:48 +0000 2013","327766461395386369",Y
"Fri Apr 26 12:50:23 +0000 2013","327766608191844352",Y
"Fri Apr 26 12:54:37 +0000 2013","327767673561825281",Y
"Fri Apr 26 12:55:29 +0000 2013","327767891657240576",Y
"Fri Apr 26 12:56:10 +0000 2013","327768063632084994",Y
"Fri Apr 26 12:56:54 +0000 2013","327768248181460992",Y
"Fri Apr 26 12:56:57 +0000 2013","327768260776980483",Y
"Fri Apr 26 12:58:11 +0000 2013","327768571126095872",Y
"Fri Apr 26 12:58:54 +0000 2013","327768751493754880",Y
"Fri Apr 26 13:00:31 +0000 2013","327769158320259072",Y
"Fri Apr 26 13:00:34 +0000 2013","327769170903191552",Y
"Fri Apr 26 13:01:57 +0000 2013","327769519068164096",Y
"Fri Apr 26 13:02:11 +0000 2013","327769577771646979",Y
"Fri Apr 26 13:03:49 +0000 2013","327769988830220289",Y
"Fri Apr 26 13:05:09 +0000 2013","327770324374523904",Y
"Fri Apr 26 13:06:41 +0000 2013","327770710237913088",Y
"Fri Apr 26 13:06:57 +0000 2013","327770777325813761",Y
"Fri Apr 26 13:07:53 +0000 2013","327771012227792898",Y
"Fri Apr 26 13:08:20 +0000 2013","327771125457244160",Y
"Fri Apr 26 13:08:59 +0000 2013","327771289051877379",Y
"Fri Apr 26 13:09:22 +0000 2013","327771385508286466",Y
"Fri Apr 26 13:09:31 +0000 2013","327771423257006082",Y
"Fri Apr 26 13:09:44 +0000 2013","327771477808144384",Y
"Fri Apr 26 13:09:46 +0000 2013","327771486167384064",Y
"Fri Apr 26 13:10:16 +0000 2013","327771612017459200",Y
"Fri Apr 26 13:10:17 +0000 2013","327771616190791681",Y
"Fri Apr 26 13:10:57 +0000 2013","327771783954583552",Y
"Fri Apr 26 13:11:23 +0000 2013","327771893023264770",Y
"Fri Apr 26 13:11:33 +0000 2013","327771934953701376",Y
"Fri Apr 26 13:11:35 +0000 2013","327771943367479296",Y
"Fri Apr 26 13:13:20 +0000 2013","327772383777804289",Y
"Fri Apr 26 13:14:02 +0000 2013","327772559930175489",Y
"Fri Apr 26 13:14:12 +0000 2013","327772601848045570",Y
"Fri Apr 26 13:14:46 +0000 2013","327772744471166976",Y
"Fri Apr 26 13:16:11 +0000 2013","327773100970221569",Y
"Fri Apr 26 13:17:56 +0000 2013","327773541376331776",Y
"Fri Apr 26 13:21:20 +0000 2013","327774397031141376",Y
"Fri Apr 26 13:22:14 +0000 2013","327774623506776065",Y
"Fri Apr 26 13:22:48 +0000 2013","327774766129872896",Y
"Fri Apr 26 13:22:52 +0000 2013","327774782911295488",Y
"Fri Apr 26 13:23:41 +0000 2013","327774988407017472",Y
"Fri Apr 26 13:25:26 +0000 2013","327775428813135872",Y
"Fri Apr 26 13:26:38 +0000 2013","327775730807222272",Y
"Fri Apr 26 13:27:08 +0000 2013","327775856640536576",Y
"Fri Apr 26 13:27:51 +0000 2013","327776036987219968",Y
"Fri Apr 26 13:27:59 +0000 2013","327776070566817793",Y
"Fri Apr 26 13:29:08 +0000 2013","327776359948619777",Y
"Fri Apr 26 13:29:54 +0000 2013","327776552907599872",Y
"Fri Apr 26 13:29:59 +0000 2013","327776573870706688",Y
"Fri Apr 26 13:30:10 +0000 2013","327776619995484163",Y
"Fri Apr 26 13:30:22 +0000 2013","327776670343897090",Y
"Fri Apr 26 13:31:23 +0000 2013","327776926175469570",Y
"Fri Apr 26 13:31:57 +0000 2013","327777068811173888",Y
"Fri Apr 26 13:31:57 +0000 2013","327777068790190083",Y
"Fri Apr 26 13:32:57 +0000 2013","327777320465215488",Y
"Fri Apr 26 13:35:12 +0000 2013","327777886671081473",Y
"Fri Apr 26 13:36:37 +0000 2013","327778243182731264",Y
"Fri Apr 26 13:37:09 +0000 2013","327778377404661761",Y
"Fri Apr 26 13:38:49 +0000 2013","327778796835069955",Y
"Fri Apr 26 13:39:11 +0000 2013","327778889109749760",Y
"Fri Apr 26 13:39:17 +0000 2013","327778914275573760",Y
"Fri Apr 26 13:40:47 +0000 2013","327779291779698689",Y
"Fri Apr 26 13:41:04 +0000 2013","327779363070308352",Y
"Fri Apr 26 13:41:37 +0000 2013","327779501473951744",Y
"Fri Apr 26 13:41:38 +0000 2013","327779505697599488",Y
"Fri Apr 26 13:42:56 +0000 2013","327779832861700097",Y
"Fri Apr 26 13:43:43 +0000 2013","327780029968814080",Y
"Fri Apr 26 13:44:47 +0000 2013","327780298421051393",Y
"Fri Apr 26 13:45:32 +0000 2013","327780487156346882",Y
"Fri Apr 26 13:46:08 +0000 2013","327780638130319361",Y
"Fri Apr 26 13:46:17 +0000 2013","327780675912601602",Y
"Fri Apr 26 13:46:48 +0000 2013","327780805910880256",Y
"Fri Apr 26 13:48:51 +0000 2013","327781321839628290",Y
"Fri Apr 26 13:48:56 +0000 2013","327781342790160385",Y
"Fri Apr 26 13:49:02 +0000 2013","327781367939227648",Y
"Fri Apr 26 13:49:03 +0000 2013","327781372146106369",Y
"Fri Apr 26 13:49:19 +0000 2013","327781439271755778",Y
"Fri Apr 26 13:49:22 +0000 2013","327781451837886465",Y
"Fri Apr 26 13:49:30 +0000 2013","327781485400715264",Y
"Fri Apr 26 13:49:40 +0000 2013","327781527356309505",Y
"Fri Apr 26 13:49:51 +0000 2013","327781573472710656",Y
"Fri Apr 26 13:50:06 +0000 2013","327781636412411904",Y
"Fri Apr 26 13:50:11 +0000 2013","327781657354567682",Y
"Fri Apr 26 13:50:56 +0000 2013","327781846115053568",Y
"Fri Apr 26 13:51:00 +0000 2013","327781862871293952",Y
"Fri Apr 26 13:51:18 +0000 2013","327781938393931777",Y
"Fri Apr 26 13:52:20 +0000 2013","327782198444969985",Y
"Fri Apr 26 13:54:57 +0000 2013","327782856925528065",Y
"Fri Apr 26 13:56:11 +0000 2013","327783167316606977",Y
"Fri Apr 26 13:57:07 +0000 2013","327783402201825280",Y
"Fri Apr 26 13:57:12 +0000 2013","327783423164968961",Y
"Fri Apr 26 13:57:20 +0000 2013","327783456715198465",Y
"Fri Apr 26 13:57:28 +0000 2013","327783490265419776",Y
"Fri Apr 26 13:58:47 +0000 2013","327783821611257857",Y
"Fri Apr 26 14:00:37 +0000 2013","327784283018231809",Y
"Fri Apr 26 14:00:56 +0000 2013","327784362676457473",Y
"Fri Apr 26 14:01:22 +0000 2013","327784471745146880",Y
"Fri Apr 26 14:03:49 +0000 2013","327785088286851072",Y
"Fri Apr 26 14:04:51 +0000 2013","327785348342099968",Y
"Fri Apr 26 14:05:23 +0000 2013","327785482568212480",Y
"Fri Apr 26 14:05:29 +0000 2013","327785507755016192",Y
"Fri Apr 26 14:07:10 +0000 2013","327785931350347776",Y
"Fri Apr 26 14:07:35 +0000 2013","327786036224724995",Y
"Fri Apr 26 14:09:00 +0000 2013","327786392744771584",Y
"Fri Apr 26 14:09:20 +0000 2013","327786476605689856",Y
"Fri Apr 26 14:09:25 +0000 2013","327786497602363393",Y
"Fri Apr 26 14:10:29 +0000 2013","327786766042013697",Y
"Fri Apr 26 14:11:11 +0000 2013","327786942169227266",Y
"Fri Apr 26 14:11:27 +0000 2013","327787009315848192",Y
"Fri Apr 26 14:12:28 +0000 2013","327787265134821377",Y
"Fri Apr 26 14:12:43 +0000 2013","327787328070361089",Y
"Fri Apr 26 14:14:22 +0000 2013","327787743319031808",Y
"Fri Apr 26 14:14:25 +0000 2013","327787755893555201",Y
"Fri Apr 26 14:14:37 +0000 2013","327787806208425984",Y
"Fri Apr 26 14:14:57 +0000 2013","327787890119675907",Y
"Fri Apr 26 14:15:04 +0000 2013","327787919471419392",Y
"Fri Apr 26 14:15:44 +0000 2013","327788087243575296",Y
"Fri Apr 26 14:19:44 +0000 2013","327789093851373569",Y
"Fri Apr 26 14:20:23 +0000 2013","327789257437634560",Y
"Fri Apr 26 14:21:48 +0000 2013","327789613978640385",Y
"Fri Apr 26 14:21:51 +0000 2013","327789626561544193",Y
"Fri Apr 26 14:23:22 +0000 2013","327790008234811392",Y
"Fri Apr 26 14:24:30 +0000 2013","327790293447483397",Y
"Fri Apr 26 14:25:13 +0000 2013","327790473794162689",Y
"Fri Apr 26 14:25:48 +0000 2013","327790620573847554",Y
"Fri Apr 26 14:29:09 +0000 2013","327791463662493697",Y
"Fri Apr 26 14:30:38 +0000 2013","327791836934578176",Y
"Fri Apr 26 14:31:55 +0000 2013","327792159908573184",Y
"Fri Apr 26 14:33:36 +0000 2013","327792583512301569",Y
"Fri Apr 26 14:33:50 +0000 2013","327792642236743680",Y
"Fri Apr 26 14:36:05 +0000 2013","327793208467800064",Y
"Fri Apr 26 14:37:19 +0000 2013","327793518842105857",Y
"Fri Apr 26 14:38:48 +0000 2013","327793892143542274",Y
"Fri Apr 26 14:39:38 +0000 2013","327794101850349569",Y
"Fri Apr 26 14:40:00 +0000 2013","327794194137612288",Y
"Fri Apr 26 14:42:06 +0000 2013","327794722615734272",Y
"Fri Apr 26 14:42:07 +0000 2013","327794726826815488",Y
"Fri Apr 26 14:42:47 +0000 2013","327794894582185986",Y
"Fri Apr 26 14:43:23 +0000 2013","327795045577129984",Y
"Fri Apr 26 14:43:50 +0000 2013","327795158814973952",Y
"Fri Apr 26 14:44:01 +0000 2013","327795204952301569",Y
